Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value
628491.0,657.0,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,107.0,Hunts Point - Mott Haven,-2017,2015-01-01,104.6
628498.0,657.0,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,207.0,East Flatbush - Flatbush,-2017,2015-01-01,41.9
518949.0,657.0,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,207.0,East Flatbush - Flatbush,2012-2014,2012-01-02,49.9
603067.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,403.0,Jackson Heights (CD3),Winter 2017-18,2017-12-01,26.1
643630.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,304.0,Bushwick (CD4),Annual Average 2019,2019-01-01,18.2
826044.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,304.0,Bushwick (CD4),Annual Average 2022,2022-01-01,16.6
412466.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207.0,East Flatbush - Flatbush,Winter -16,2015-12-01,23.8
412467.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207.0,East Flatbush - Flatbush,Summer 2016,2016-06-01,14.0
518816.0,650.0,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,307.0,Gramercy Park - Murray Hill,2012-2014,2012-01-02,8.9
131520.0,650.0,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,207.0,East Flatbush - Flatbush,2009-2011,2009-01-01,10.5
518817.0,650.0,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,308.0,Greenwich Village - SoHo,2012-2014,2012-01-02,5.3
628568.0,650.0,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,408.0,Jamaica,-2017,2015-01-01,10.5
649768.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408.0,Jamaica,Annual Average 2019,2019-01-01,6.2
410840.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408.0,Jamaica,Winter -16,2015-12-01,7.4
410841.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408.0,Jamaica,Summer 2016,2016-06-01,7.6
410811.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308.0,Greenwich Village - SoHo,Summer 2016,2016-06-01,9.8
742237.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308.0,Greenwich Village - SoHo,Winter 2020-21,2020-12-01,8.4
130410.0,640.0,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,207.0,East Flatbush - Flatbush,,2013-01-01,2.3
177248.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308.0,Greenwich Village - SoHo,Winter 2010-11,2010-12-01,14.6
334029.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308.0,Greenwich Village - SoHo,Winter 2014-15,2014-12-01,11.0
605900.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,103.0,Lower East Side and Chinatown (CD3),Annual Average 2018,2018-01-01,7.9
742400.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,103.0,Lower East Side and Chinatown (CD3),Summer 2021,2021-06-01,9.6
605939.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,204.0,Highbridge and Concourse (CD4),Annual Average 2018,2018-01-01,7.7
628528.0,650.0,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",Borough,1.0,Bronx,-2017,2015-01-01,19.6
518798.0,650.0,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,107.0,Hunts Point - Mott Haven,2012-2014,2012-01-02,25.5
628546.0,650.0,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,207.0,East Flatbush - Flatbush,-2017,2015-01-01,9.7
179354.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,Borough,2.0,Brooklyn,Summer 2011,2011-06-01,18.1
179349.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,Borough,2.0,Brooklyn,Summer 2010,2010-06-01,18.2
412415.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,Borough,2.0,Brooklyn,Winter -16,2015-12-01,23.4
412416.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,Borough,2.0,Brooklyn,Summer 2016,2016-06-01,13.6
740932.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207.0,East Flatbush - Flatbush,Winter 2020-21,2020-12-01,22.8
740911.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107.0,Hunts Point - Mott Haven,Winter 2020-21,2020-12-01,21.9
643594.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,204.0,Highbridge and Concourse (CD4),Annual Average 2019,2019-01-01,18.7
165765.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,303.0,Bedford Stuyvesant (CD3),Winter 2008-09,2008-12-01,33.1
603013.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,303.0,Bedford Stuyvesant (CD3),Winter 2017-18,2017-12-01,26.7
179439.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,Borough,2.0,Brooklyn,Annual Average ,2012-12-01,19.9
175346.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207.0,East Flatbush - Flatbush,Winter 2010-11,2010-12-01,30.5
740934.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207.0,East Flatbush - Flatbush,Annual Average 2021,2021-01-01,16.4
549800.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207.0,East Flatbush - Flatbush,Annual Average 2017,2017-01-01,18.8
643391.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307.0,Gramercy Park - Murray Hill,Summer 2019,2019-06-01,24.8
412738.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,303.0,Bedford Stuyvesant (CD3),Annual Average 2016,2015-12-31,20.8
603068.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,404.0,Elmhurst and Corona (CD4),Annual Average 2018,2018-01-01,19.9
166803.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,103.0,Lower East Side and Chinatown (CD3),Summer 2012,2012-06-01,24.3
667208.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308.0,Greenwich Village - SoHo,Winter 2019-20,2019-12-01,31.6
412019.0,386.0,Ozone (O3),Mean,ppb,UHF42,308.0,Greenwich Village - SoHo,Summer 2016,2016-06-01,30.0
411990.0,386.0,Ozone (O3),Mean,ppb,Borough,2.0,Brooklyn,Summer 2016,2016-06-01,34.0
222481.0,386.0,Ozone (O3),Mean,ppb,UHF42,207.0,East Flatbush - Flatbush,Summer 2011,2011-06-01,32.7
412008.0,386.0,Ozone (O3),Mean,ppb,UHF42,208.0,Canarsie - Flatlands,Summer 2016,2016-06-01,35.8
222439.0,386.0,Ozone (O3),Mean,ppb,UHF42,107.0,Hunts Point - Mott Haven,Summer 2011,2011-06-01,33.4
219966.0,386.0,Ozone (O3),Mean,ppb,Borough,1.0,Bronx,Summer 2010,2010-06-01,33.2
412028.0,386.0,Ozone (O3),Mean,ppb,UHF42,407.0,Southwest Queens,Summer 2016,2016-06-01,34.3
826357.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,403.0,Jackson Heights (CD3),Summer 2022,2022-06-01,11.5
826043.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,304.0,Bushwick (CD4),Summer 2022,2022-06-01,11.8
167731.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,404.0,Elmhurst and Corona (CD4),Annual Average 2012,2011-12-01,23.7
742239.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308.0,Greenwich Village - SoHo,Annual Average 2021,2021-01-01,8.2
547444.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308.0,Greenwich Village - SoHo,Annual Average 2017,2017-01-01,9.0
179504.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2.0,Brooklyn,Winter 2010-11,2010-12-01,12.6
179569.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2.0,Brooklyn,Summer 2009,2009-06-01,10.9
179664.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2.0,Brooklyn,Annual Average ,2012-12-01,8.7
547357.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2.0,Brooklyn,Annual Average 2017,2017-01-01,7.5
334264.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,304.0,Bushwick (CD4),Annual Average ,2015-01-01,9.0
649977.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,304.0,Bushwick (CD4),Winter 2018-19,2018-12-01,7.7
649736.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307.0,Gramercy Park - Murray Hill,Summer 2019,2019-06-01,11.1
649706.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208.0,Canarsie - Flatlands,Summer 2019,2019-06-01,7.7
177866.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,207.0,East Flatbush - Flatbush,Summer 2011,2011-06-01,11.4
177824.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,207.0,East Flatbush - Flatbush,Summer 2010,2010-06-01,11.8
151637.0,643.0,Annual vehicle miles traveled,Million miles,per square mile,UHF42,208.0,Canarsie - Flatlands,2005,2005-01-01,35.7
151647.0,643.0,Annual vehicle miles traveled,Million miles,per square mile,UHF42,307.0,Gramercy Park - Murray Hill,2005,2005-01-01,185.6
816762.0,643.0,Annual vehicle miles traveled,Million miles,per square mile,CD,303.0,Bedford Stuyvesant (CD3),2010,2010-01-01,55.9
154605.0,643.0,Annual vehicle miles traveled,Million miles,per square mile,CD,404.0,Elmhurst and Corona (CD4),2005,2005-01-01,78.0
154586.0,643.0,Annual vehicle miles traveled,Million miles,per square mile,CD,303.0,Bedford Stuyvesant (CD3),2005,2005-01-01,69.4
154562.0,643.0,Annual vehicle miles traveled,Million miles,per square mile,CD,103.0,Lower East Side and Chinatown (CD3),2005,2005-01-01,134.8
151629.0,643.0,Annual vehicle miles traveled,Million miles,per square mile,UHF42,107.0,Hunts Point - Mott Haven,2005,2005-01-01,42.7
410775.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,207.0,East Flatbush - Flatbush,Summer 2016,2016-06-01,8.1
669889.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,304.0,Bushwick (CD4),Annual Average 2020,2020-01-01,6.5
179573.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,Borough,1.0,Bronx,Summer 2010,2010-06-01,12.1
179579.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2.0,Brooklyn,Summer 2011,2011-06-01,11.6
179434.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,Borough,2.0,Brooklyn,Annual Average 2012,2011-12-01,20.6
176641.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107.0,Hunts Point - Mott Haven,Annual Average 2012,2011-12-01,22.3
176648.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207.0,East Flatbush - Flatbush,Annual Average 2012,2011-12-01,21.2
179433.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,Borough,1.0,Bronx,Annual Average 2012,2011-12-01,21.0
825811.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,Borough,1.0,Bronx,Summer 2022,2022-06-01,12.2
667201.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307.0,Gramercy Park - Murray Hill,Annual Average 2020,2020-01-01,24.3
211376.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,Borough,2.0,Brooklyn,Summer 2014,2014-06-01,14.5
667033.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,Borough,2.0,Brooklyn,Annual Average 2020,2020-01-01,16.0
175885.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107.0,Hunts Point - Mott Haven,Summer 2009,2009-06-01,23.0
336477.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,Borough,1.0,Bronx,Winter 2014-15,2014-12-01,23.9
336480.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,Borough,2.0,Brooklyn,Winter 2014-15,2014-12-01,25.3
740883.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,Borough,2.0,Brooklyn,Annual Average 2021,2021-01-01,16.7
742180.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,107.0,Hunts Point - Mott Haven,Winter 2020-21,2020-12-01,7.1
742201.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,207.0,East Flatbush - Flatbush,Winter 2020-21,2020-12-01,6.6
130441.0,640.0,Boiler Emissions- Total SO2 Emissions,Number per km2,number,Borough,2.0,Brooklyn,,2013-01-01,0.8
179790.0,640.0,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,207.0,East Flatbush - Flatbush,,2015-01-01,1.7
179811.0,640.0,Boiler Emissions- Total SO2 Emissions,Number per km2,number,Borough,1.0,Bronx,,2015-01-01,6.3
179803.0,640.0,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,308.0,Greenwich Village - SoHo,,2015-01-01,17.8
518924.0,648.0,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,409.0,Southeast Queens,2012-2014,2012-01-02,53.8
168537.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,302.0,Fort Greene and Brooklyn Heights (CD2),Winter 2010-11,2010-12-01,13.8
169304.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,302.0,Fort Greene and Brooklyn Heights (CD2),Summer 2009,2009-06-01,11.7
170425.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,302.0,Fort Greene and Brooklyn Heights (CD2),Annual Average ,2012-12-01,9.5
547675.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,302.0,Fort Greene and Brooklyn Heights (CD2),Annual Average 2017,2017-01-01,8.3
547726.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,401.0,Long Island City and Astoria (CD1),Annual Average 2017,2017-01-01,7.7
605710.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209.0,Bensonhurst - Bay Ridge,Winter 2017-18,2017-12-01,8.1
605776.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410.0,Rockaways,Winter 2017-18,2017-12-01,7.0
212684.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210.0,Coney Island - Sheepshead Bay,Winter -14,2013-12-01,11.0
649711.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210.0,Coney Island - Sheepshead Bay,Annual Average 2019,2019-01-01,6.0
823276.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210.0,Coney Island - Sheepshead Bay,Annual Average 2022,2022-01-01,5.4
605680.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106.0,High Bridge - Morrisania,Winter 2017-18,2017-12-01,8.6
336758.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,201.0,Mott Haven and Melrose (CD1),Summer ,2015-06-01,17.4
667592.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,201.0,Mott Haven and Melrose (CD1),Winter 2019-20,2019-12-01,26.2
643586.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,201.0,Mott Haven and Melrose (CD1),Summer 2019,2019-06-01,16.5
336757.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,201.0,Mott Haven and Melrose (CD1),Annual Average ,2015-01-01,21.8
336793.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,301.0,Greenpoint and Williamsburg (CD1),Annual Average ,2015-01-01,21.7
667663.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,301.0,Greenpoint and Williamsburg (CD1),Annual Average 2020,2020-01-01,19.7
213413.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,202.0,Hunts Point and Longwood (CD2),Summer 2014,2014-06-01,16.3
336724.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,102.0,Greenwich Village and Soho (CD2),Annual Average ,2015-01-01,26.3
667777.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,402.0,Woodside and Sunnyside (CD2),Annual Average 2020,2020-01-01,19.2
167522.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,202.0,Hunts Point and Longwood (CD2),Annual Average 2009,2008-12-01,26.1
167640.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,202.0,Hunts Point and Longwood (CD2),Annual Average 2011,2010-12-01,24.3
643590.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,202.0,Hunts Point and Longwood (CD2),Winter 2018-19,2018-12-01,24.5
336759.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,201.0,Mott Haven and Melrose (CD1),Winter 2014-15,2014-12-01,25.9
336795.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,301.0,Greenpoint and Williamsburg (CD1),Winter 2014-15,2014-12-01,26.8
167758.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,202.0,Hunts Point and Longwood (CD2),Annual Average ,2012-12-01,21.3
172733.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF34,304.0,Upper West Side,Annual Average ,2012-12-01,26.5
741027.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103.0,Fordham - Bronx Pk,Annual Average 2021,2021-01-01,16.0
171630.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104.0,Pelham - Throgs Neck,Winter 2010-11,2010-12-01,27.6
131430.0,648.0,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,302.0,Central Harlem - Morningside Heights,2009-2011,2009-01-01,291.1
827467.0,648.0,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,202.0,Downtown - Heights - Slope,2017-2019,2017-01-01,43.0
130810.0,648.0,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,306.0,Chelsea - Clinton,2005-2007,2005-01-01,139.1
334197.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,105.0,Midtown (CD5),Winter 2014-15,2014-12-01,13.2
212691.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306.0,Chelsea - Clinton,Winter -14,2013-12-01,15.8
605734.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306.0,Chelsea - Clinton,Winter 2017-18,2017-12-01,11.2
649732.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306.0,Chelsea - Clinton,Annual Average 2019,2019-01-01,10.2
177158.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302.0,Central Harlem - Morningside Heights,Winter 2008-09,2008-12-01,14.6
213428.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,305.0,East New York and Starrett City (CD5),Summer 2014,2014-06-01,13.7
643635.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,305.0,East New York and Starrett City (CD5),Winter 2018-19,2018-12-01,21.2
643563.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,105.0,Midtown (CD5),Winter 2018-19,2018-12-01,31.5
336807.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,305.0,East New York and Starrett City (CD5),Winter 2014-15,2014-12-01,24.7
549917.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF34,207.0,East Flatbush - Flatbush,Annual Average 2017,2017-01-01,18.8
741090.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF34,407.0,Southwest Queens,Annual Average 2021,2021-01-01,15.1
643344.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202.0,Downtown - Heights - Slope,Winter 2018-19,2018-12-01,24.8
176532.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306.0,Chelsea - Clinton,Annual Average 2009,2008-12-01,39.9
176616.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306.0,Chelsea - Clinton,Annual Average 2011,2010-12-01,36.3
643389.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306.0,Chelsea - Clinton,Winter 2018-19,2018-12-01,29.5
212313.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306.0,Chelsea - Clinton,Winter -14,2013-12-01,36.9
602773.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306.0,Chelsea - Clinton,Winter 2017-18,2017-12-01,31.9
175250.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102.0,Northeast Bronx,Winter 2008-09,2008-12-01,27.6
603017.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,305.0,East New York and Starrett City (CD5),Annual Average 2018,2018-01-01,17.2
826045.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,305.0,East New York and Starrett City (CD5),Winter 2021-22,2021-12-01,21.0
550040.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),Annual Average 2017,2017-01-01,22.0
741174.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),Annual Average 2021,2021-01-01,18.1
741208.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,305.0,East New York and Starrett City (CD5),Winter 2020-21,2020-12-01,22.1
643342.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202.0,Downtown - Heights - Slope,Annual Average 2019,2019-01-01,20.0
175272.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306.0,Chelsea - Clinton,Winter 2008-09,2008-12-01,44.2
643387.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306.0,Chelsea - Clinton,Annual Average 2019,2019-01-01,26.0
741172.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),Winter 2020-21,2020-12-01,21.3
550075.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,305.0,East New York and Starrett City (CD5),Summer 2017,2017-06-01,13.0
213597.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,209.0,Parkchester and Soundview (CD9),Annual Average 2014,2013-12-01,20.2
602994.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,209.0,Parkchester and Soundview (CD9),Summer 2018,2018-06-01,13.5
667821.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,409.0,Kew Gardens and Woodhaven (CD9),Summer 2020,2020-06-01,10.2
827398.0,657.0,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,402.0,West Queens,2017-2019,2017-01-01,12.0
826029.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,211.0,Morris Park and Bronxdale (CD11),Annual Average 2022,2022-01-01,15.4
213273.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,409.0,Kew Gardens and Woodhaven (CD9),Winter -14,2013-12-01,28.2
643705.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,411.0,Bayside and Little Neck (CD11),Annual Average 2019,2019-01-01,14.5
602995.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,209.0,Parkchester and Soundview (CD9),Winter 2017-18,2017-12-01,24.2
826023.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,209.0,Parkchester and Soundview (CD9),Annual Average 2022,2022-01-01,16.2
823237.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,402.0,West Queens,Annual Average 2022,2022-01-01,6.2
169358.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,209.0,Parkchester and Soundview (CD9),Summer 2010,2010-06-01,12.0
177882.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,402.0,West Queens,Summer 2011,2011-06-01,11.9
169523.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,109.0,Morningside Heights and Hamilton Heights (CD9),Summer ,2013-06-01,10.8
169464.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,109.0,Morningside Heights and Hamilton Heights (CD9),Summer 2012,2012-06-01,10.9
605918.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,109.0,Morningside Heights and Hamilton Heights (CD9),Annual Average 2018,2018-01-01,7.5
605924.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,111.0,East Harlem (CD11),Annual Average 2018,2018-01-01,7.4
823194.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,111.0,East Harlem (CD11),Winter 2021-22,2021-12-01,7.0
411034.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,211.0,Morris Park and Bronxdale (CD11),Annual Average 2016,2015-12-31,7.4
742490.0,365.0,Fine particles (PM 2.5),Mean,mcg/m3,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),Summer 2021,2021-06-01,8.4
826376.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,409.0,Kew Gardens and Woodhaven (CD9),Annual Average 2022,2022-01-01,15.1
213231.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,109.0,Morningside Heights and Hamilton Heights (CD9),Winter -14,2013-12-01,29.5
643573.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,109.0,Morningside Heights and Hamilton Heights (CD9),Annual Average 2019,2019-01-01,19.2
176580.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402.0,West Queens,Annual Average 2010,2009-12-01,24.2
412816.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,411.0,Bayside and Little Neck (CD11),Annual Average 2016,2015-12-31,16.8
602957.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,109.0,Morningside Heights and Hamilton Heights (CD9),Annual Average 2018,2018-01-01,21.5
602963.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,111.0,East Harlem (CD11),Annual Average 2018,2018-01-01,20.9
825820.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,111.0,East Harlem (CD11),Winter 2021-22,2021-12-01,21.6
412726.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,211.0,Morris Park and Bronxdale (CD11),Annual Average 2016,2015-12-31,17.9
336877.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,411.0,Bayside and Little Neck (CD11),Annual Average ,2015-01-01,17.6
167736.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,CD,409.0,Kew Gardens and Woodhaven (CD9),Annual Average 2012,2011-12-01,21.0
176615.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305.0,Upper East Side,Annual Average 2011,2010-12-01,31.5
336580.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403.0,Flushing - Clearview,Annual Average ,2015-01-01,19.1
336517.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203.0,Bedford Stuyvesant - Crown Heights,Annual Average ,2015-01-01,20.8
212420.0,375.0,Nitrogen dioxide (NO2),Mean,ppb,UHF42,105.0,Crotona -Tremont,Summer 2014,2014-06-01,17.8
